Jrk. nr	Autor	Pealkiri	sarja nimetus	köide	zanr	kirjastus	aasta	kogus	Laenutatud
858	Erni Krusten	Org Mägedi armastus * Väga halb hinne	Kogutud teosed	4	romaan	Eesti Raamat	1976		
859	Eduard Järs	Sônad on aur			romaan	Eesti Raamat	1989		
860	Mari Saat	Laanepüü			romaan	Eesti Raamat	1980		
861	Ine Viiding	Perekonna au * Reportaaz operatsioonilaualt			romaan	Eesti Raamat	1982		
862	autorite kollektiiv	Noori autoreid '77			kogumik	Eesti Raamat	1977		
863	Arno Kasemaa	Rannamännid			romaan	Eesti Raamat	1986		
864	Andres Saal	Aita * Leili * Vambola			romaan	Eesti Raamat	1991		
865	Kati Murutar	Naisena sündinud			romaan	Perona	1990		
866	Krista Kajar	Üle halja jôe			romaan	Eesti Raamat	1983	2 tk	
867	August Kalman	Oma talu			romaan	Eesti Raamat	1981		
868	Aino Müür	Linnuvere lugu			romaan	Eesti Raamat	1977		
869	Rein Pôder	Jahedad varjud			romaan	Eesti Raamat	1992		
870	Jaak Jôerüüt	Raisakullid			romaan	Eesti Raamat	1982		
871	Toomas Raudam	"Miks mitte kirjutada memuaare, kui oled veel noor"			romaan	Eesti Raamat	1990		
872	Raimond Kaugver	Keskpäevavalgus			romaan	Eesti Riiklik Kirjastus	1962		
873	Jüri Parijõgi	Kui isa kinkis raamatuid			noorsoojutustus	Eesti Raamat	1981		
874	Ludvig Mei	Tagaaetav			romaan	Eesti Raamat	1986		
875	Raimond Kaugver	Peotäis tolmu			romaan	Kupar	1992		
876	Raimond Kaugver	Postuumselt rehabiliteeritud			romaan	Eesti Raamat	1990		
877	Heino Kiik	Arve Jomm			romaan	Eesti Raamat	1971		
878	Heino Kiik	Maria Siberimaal			romaan	Kupar	1988		
879	Heino Kiik	Mind armastab jaapanlanna			romaan	ôllu	1990		
880	Holger Pukk	Rein ja Riina			romaan	Eesti Raamat	1978		
881	Ardi Liives	Nullpäev ja Tormipüha			romaan	Eesti Raamat	1976		
882	Ardi Liives	Vastuarmastus			romaan	Eesti Raamat	1982		
883	Ardi Liives	Vastuarmastus 2			romaan	Eesti Raamat	1986		
884	Ardi Liives	Retro			romaan	Eesti Raamat	1981	2 tk	
885	Kalju Saaber	"Romeo, Julia ja ôhuhäire"			romaan	Eesti Raamat	1972		
886	Kalju Saaber	Härgamisi	romaanivôistlus		romaan	Eesti Raamat	1980		
887	Kalju Saaber	Puulane ja Tohtlane			romaan	Eesti Raamat	1983		
888	Heino Tominga	Rein Raudnaski pihtimused	romaanivôistlus		romaan	Eesti Raamat	1980		
889	Vello Lattik	Kuus head inimest	romaanivôistlus		romaan	Eesti Raamat	1980		
890	Teet Kallas	Heliseb-kôliseb			romaan	Eesti Raamat	1972		
891	Teet Kallas	Corrida	romaanivôistlus		romaan	Eesti Raamat	1980		
892	Teet Kallas	Varjud vikerkaarel			romaan	Eesti Raamat	1972		
893	Teet Kallas	Eiseni tänav			romaan	Eesti Raamat	1979		
894	Teet Kallas	Janu			romaan	Eesti Raamat	1983		
895	Peeter Elbing	Asetäitja	romaanivôistlus		romaan	Eesti Raamat	1980		
896	Mats Traat	Inger			romaan	Eesti Raamat	1975		
897	Mats Traat	"Karukell, kurvameelsuse rohi"			romaan	Eesti Raamat	1982		
898	Mats Traat	Maastik ôunapuu ja meierei korstnaga * Pommeri aed * Inger	Kogutud teosed	1	romaan	Eesti Raamat	1985		
899	Mats Traat	"Kohvioad * Türgioad * Puud olid, puud olid hellad velled * Rippsild"	Kogutud teosed	2	romaan	Eesti Raamat	1985		
900	Mats Traat	Päike on ränduri kodu	Kogutud teosed	3	luule 1957-1979	Eesti Raamat	1985		
901	Mats Traat	Pommeri aed			romaan	Eesti Raamat	1973		
902	Mats Traat	Minge üles mägedele			romaan	Eesti Raamat	1987		
903	Mats Traat	Üksi rändan			romaan	Eesti Raamat	1985		
904	Mats Traat	Tants aurukatla ümber			romaan	Eesti Raamat	1975		
905	Mats Traat	Maastik ôunapuu ja meierei korstnaga			romaan	Eesti Raamat	1973		
906	Jaan Kruusvall	Ma tean mitut inimest			jutte	Eesti Raamat	1976		
907	Herta Laipaik	Kummitus muusikatoas * Doktor Vallaku môisatatus			romaan	Eesti Raamat	1977		
908	Aili Paju	Merkuuri Tütar			romaan	Eesti Raamat	1983	2 tk	
909	Lilli Promet	Tüdrukud taevast			romaan	Eesti Raamat	1979		
910	Villem Gross	Keskmised päevad			romaan	Eesti Raamat	1966		
911	Toomas Vint	Väikelinna romaan			romaan	Eesti Raamat	1980		
912	Mati Unt	Räägivad ja vaikivad			romaan	Eesti Raamat	1986		
913	Jaak Jôerüüt	Igavene suvi			romaan	Eesti Raamat	1980		
914	Ena Mihkelson	Korter			romaan	Eesti Raamat	1985		
915	Mihkel Mutt	Fabiani ôpilane			romaan	Eesti Raamat	1980	2 tk	
916	Rudolf Rimmel	Armastus teisest pilgust			publitsistika	Eesti Raamat	1981		
917	Heino Kiik	Arve Jomm Alguse asi			romaan	Eesti Raamat	1982		
918	Rein Saluri	kônelused 1972-1974			romaan	Eesti Raamat	1976		
919	Raimond Kaugver	Igapäevane leib			romaan	Eesti Riiklik Kirjastus	1964		
920	Ivar Murdmaa	Sealpool Kaljukitse pöörijoont			romaan	Eesti Riiklik Kirjastus	1962		
921	Mari Saat	Laanepüü			romaan	Eesti Raamat	1980		
922	Vello Lattik	Pastoraal mummulisest kleidist			romaan	Eesti Raamat	1978		
923	Aristarch Sinkel	Musta risti ikke all			romaan	Eesti Riiklik Kirjastus	1959		
924	Arno Kasemaa	Oli see armastus?			romaan	Eesti Raamat	1995		
925	Markus Vetemaa	Ahelikud	romaanivôstlus '90		romaan	Eesti Raamat	1991		
926	Juhan Paju	Hiromandi kokteil	romaanivôstlus '90		romaan	Eesti Raamat	1991		
927	Nasta Pino	Igal ôhtul Solenzaras	romaanivôistlus 85		romaan	Eesti Raamat	1985		
928	Oskar Kruus	Naiselikkuse seadus	romaanivôistlus 85		romaan	Eesti Raamat	1986		
929	Jüri Ööbik	Armastusromaan	romaanivôistlus 85		romaan	Eesti Raamat	1987		
930	Heino Kiik	Elupadrik	romaanivôistlus 85		romaan	Eesti Raamat	1986		
931	Artur Erich	Äike	romaanivôistlus 90		romaan	Eesti Raamat	1991		
932	Aarne Biin	Tema kuninglik kôrgus			romaan	Eesti Raamat	1979		
933	Eiv Eloon	Kaksikliik			romaan	Eesti Raamat	1981		
934	Henn-Kaarel Hellat	Tühiasjad			romaan	Eesti Raamat	1989		
935	Rein Pôder	Pardiajaja			romaan	Eesti Raamat	1988		
936	Ave Alavainu	Kes meist on Napoleon			romaan	Eesti Raamat	1987		
937	Rein Raud	Kaupo			romaan	Eesti Raamat	1990		
938	autorite kollektiiv	Estonia between the two world wars			publitsistika	Kodumaa	1973		
939	Patric White	Inimeste puu			romaan	Eesti Raamat	1983		
940	G. ja M. Scharten-Antik	Giorgione			romaan	Kunst	1966		
941	Guy de Maupassant	Bel-ami			armastusromaan	Eesti Raamat	1986		
942	Elizabeth O'Leary	Moemaja sôjas	Ajaviiteromaan		romaan	Varrak	1999		
943	Jorge Amando	Gabriela			romaan	Eesti Raamat	1978		
944	Martin Andersen Nexo	Inimlaps Ditte			romaan	Eesti Riiklik Kirjastus	1962		
945	Graham Greene	Lootusetu juhtum. Meie mees Havannast			romaan	Eesti Raamat	1985		
946	Herbert G. Wells	Nähtamatu. Inimjumalad			romaan	Eesti Raamat	1968		
947	Rockwell Kent	Üksikul saarel			reisikirjeldus	Eesti Raamat	1985		
948	Jaroslaw Hasek	Vahva sôdur Sveiki juhtumised			romaan	Eesti Riiklik Kirjastus	1960		
949	Emile Zola	Nana			romaan	Eesti Raamat	1976		
950	Emile Zola	Söekaevurid			romaan	Eesti Raamat	1981		
951	T. Mayne Reid	Oceola			romaan	Eesti Raamat	1979		
952	Pierre Choderlos de Lacos	Ohylikud suhted			romaan	Eesti Raamat	1978		
953	Philippe Heriat	Mustad lambad			romaan	Eesti Raamat	1974		
954	Hermann Sergo	Pôgenike laev			romaan	Eesti Raamat	1966		
955	Hermann Sergo	Mehed mere taustal			romaan	Eesti Riiklik Kirjastus	1963		
956	Hermann Sergo	Näkimadalad		I	romaan	Eesti Raamat	1984		
957	Hermann Sergo	Näkimadalad		II	romaan	Eesti Raamat	1984		
958	Hermann Sergo	Näkimadalad		III	romaan	Eesti Raamat	1984		
959	Hermann Sergo	Kodusadam			romaan	Eesti Raamat	1982		
960	Hermann Sergo	Vihavald			romaan	Eesti Raamat	1970		
961	Hermann Sergo	Lootsitoa jutud * Pôgenike laev			romaan	Eesti Raamat	1978		
962	Hermann Sergo	Kauge tule kuma			romaan	Eesti Raamat	1975		
963	Hermann Sergo	Kui ma alles noor veel olin			romaan	Eesti Raamat	1980		
964	Hermann Sergo	Rukkirahu			romaan	Eesti Raamat	1990		
965	Lembit Uustulnd	Kiikhobune Antverpenist			romaan	Varrak	1999		
966	Mihkel Tiks	Korvpalliromaan	romaanivôistlus 85		romaan	Eesti Raamat	1985		
967	Endla Tegova	Laulatatud	romaanivôistlus 85		romaan	Eesti Raamat	1986		
968	Endla Tegova	Tunglejad	romaanivôistlus		romaan	Eesti Raamat	1980		
969	Mihkel Veske	Valitud laulud			luule	Ilukirjandus ja kunst	1949		
970	Aino Kallas	Valitud teosed			jutte	Eesti Riiklik Kirjastus	1957		
971	Bernhard Kangro	Jäälätted			romaan	Eesti Raamat	1990		
972	Paul Viiding	Môtteid rahutul hommikus			jutte	Eesti Riiklik Kirjastus	1958		
973	Erni Krusten	Nagu piisake meres			romaan	Eesti Riiklik Kirjastus	1962		
974	Vladimir Beekman	Mehhiko  -päikesekivi maa			reisikirjeldus	Eesti Raamat	1975		
975	Vladimir Beekman	Koridor			romaan	Eesti Raamat	1982		
976	Vladimir Beekman	Maakera kuklapoolel			reisikirjeldus	Eesti Raamat	1977		
977	Vladimir Beekman	Ja sada surma			romaan	Eesti Raamat	1978		
978	Lilli Promet ja Ralf Parve	Kahekesi teel			reisikirjeldus	Eesti Raamat	1975		
979	Uno Laht	Peost - suhu - jutte			jutte	Eesti Raamat	1982		
980	Uno Laht	Luuletused 1954-1964			luule	Eesti Raamat	1965		
981	Uno Laht	Küürakas kaissukippuja			luule	Eesti Raamat	1983		
982	Leo Metsar	Unistused ei sure			romaan	Eesti Riiklik Kirjastus	1960		
983	Veera Saar	Aprillipäev			romaan	Eesti Raamat	1981		
984	Veera Saar	Kraakuvi mägi			romaan	Eesti Raamat	1987		
985	Veera Saar	Isa niinepuu			romaan	Eesti Raamat	1977		
986	Veera Saar	Ukuaru			romaan	Eesti Raamat	1976		
987	Veera Saar	Lôokesed taeva all * Üle allikate			romaan	Eesti Raamat	1982		
988	Juhan Habicht	Veerevad kivid rataste all			romaan	Eesti Raamat	1983		
989	Mari Saat	ôun valguses ja varjus			romaan	Eesti Raamat	1985		
990	Mari Saat	Roosipuu pungad			jutte	Eesti Raamat	1975		
991	Villem Gross	Ülekoormatud paadis			romaan	Eesti Raamat	1981		
992	Heili Müüripeal	Selma brigaad			romaan	Eesti Raamat	1978		
993	Jaan Vahtra	Minu lapsepôlve kodud			mälestusi	Eesti Raamat	1982		
994	Paul Kuusberg	Üks öö			romaan	Eesti Raamat	1972		
995	Paul Kuusberg	Enn Kalmu kaks mina			romaan	Eesti Riiklik Kirjastus	1961		
996	Aleksis Kivi	Seitse venda			romaan	Eesti Riiklik Kirjastus	1955		
997	Väino Linna	Siin Pôhjatähe all		I	romaan	Eesti Raamat	1965		
998	Väino Linna	Siin Pôhjatähe all		II	romaan	Eesti Raamat	1967		
999	Ülo Tuulik	Sôja jalus			romaan	Eesti Raamat	1974		
1000	Tônis Lehtmets	Kompromiss			romaan	Eesti Raamat	1982		
1001	Tônis Lehtmets	Tume laas			romaan	Eesti Raamat	1978		
1002	Honore de Balzac	Isa Goriot			romaan	Eesti Raamat	1984		
1003	Katherine Susannah Prichard	Coonardoo			romaan	Eesti Raamat	1968		
1004	Vasco Pratolini	Vaeste armastajate kroonika			romaan	Eesti Riiklik Kirjastus	1959		
1005	Francoise Sagan	Kas Te armastate Brahmsi…			romaan	Eesti Raamat	1978		
1006	Dic Baboian	Pôrgupass			romaan	Eesti Raamat	1976		
1007	Valentin Katajev	Valendab üksik puri			romaan	Ilukirjandus ja kunst	1947		
1008	Olga Kirjanova	Ameerika perekonnad			bibliograafia	Eesti Raamat	1987		
1009	Wanda Wasilewska	Lihtsalt armastus			romaan	Ilukirjandus ja kunst	1947		
1010	Mihhail Zostsenko	Maga kiiremini			huumor	Eesti Raamat	1988		
1011	Jevgeni Fadeitsev	"""Päevaleht"""			romaan	Eesti Raamat	1988		
1012	Ivan Turgenev	Isad ja pojad			romaan	Ilukirjandus ja kunst	1949		
1013	Nikolai Gogol	Revident			romaan	Ilukirjandus ja kunst	1946		
1014	Albert Lihhanov	Muusika			romaan	Eesti Raamat	1974		
1015	Arif Saparov	Elu tee			dokumentaaljutustus	Eesti Riiklik Kirjastus	1962		
1016	Walter Matthias Diggelmann	Lôbusôit			romaan	Eesti Raamat	1980		
1017	Boris Polevoi	Sügav tagala			romaan	Eesti Riiklik Kirjastus	1961		
1018	Arnold Reiman	Ema ja laps			käsiraamat	Eesti Riiklik Kirjastus	1963		
1019	Bejamin Spock	Teie laps			käsiraamat	Valgus	1985		
1020	Jaan Koor	kokaraamat (vanas kirjas)			käsiraamat	Jurjevis trükitud	1904		
1021	Alexander Cordell	Rüvetatud kaunis maa			ajalooline romaan	Eesti Riiklik Kirjastus	1964		
1022	autorite kollektiiv	A ja O	taskuteatmik		käsiraamat	Valgus	1984		
1023	autorite kollektiiv	A ja O	taskuteatmik		käsiraamat	Entsüklopeediakirjastus	1999		
1024	Jüri Kotkas	Ristsônade lahendaja teatmik			käsiraamat	Ersen	1997		
1025	autorite kollektiiv	Die Erde (saksakeelne maailma atlas)			käsiraamat	Saksamaal	1982		
1026	autorite kollektiiv	Maailma atlas (venekeelne)			käsiraamat	Moskva	1956		
1027	autorite kollektiiv	Nôukogude Liidu atlas (venekeelne)			käsiraamat	Moskva	1987		
1028	Jüri Randjärv	Tahhhümeetriline môôdistamine			käsiraamat	EPA	1978		
1029	juhend	Maade hindamise juhend			käsiraamat	rotaprint	1980		
1030	teatmik	EPA struktuur ja isikkoosseis 1982/83			käsiraamat	EPA	1983		
1031	Nikolai Nikonov	Kaktuste tähtkujus			käsiraamat	Valgus	1988	2 tk	
1032	J. Viidalepp	Liblikate määraja			käsiraamat	Valgus	1971		
1033	Eerik Kumari	Eesti lindude välimääraja			käsiraamat	Eesti Riiklik Kirjastus	1959		
1034	Paul Kees	Nôuandeid väikelapse kasvatamiseks ja arendamiseks			käsiraamat	Valgus	1990		
1035	Enn Loo	Vôimle terviseks			käsiraamat	Valgus	1985		
1036	Helena Vojatskova	Liikumine - naise tervise ja ilu pant			käsiraamat	Valgus	1967		
1037	Harry Taidre	"Inimene, sôiduk, tee"			käsiraamat	Valgus	1978		
1038	autorite kollektiiv	ENSV territooriumi administratiivne jaotus ja maa-asulad			käsiraamat	Valgus	1978	2 tk	
1039	Olga Soone	Tikime			käsiraamat	Valgus	1988		
1040	Liivia Kivilo	Lilltikand			käsiraamat	Valgus	1992		
1041	Liivia Kivilo	ômblemine			käsiraamat	Valgus	1984		
1042	Liivia Kivilo	ômbleme veel			käsiraamat	Valgus	1993		
1043	Liivia Kivilo	Sokid			käsiraamat	Mats	1991		
1044	Erna Aljasmets	Heegeldatud äärepitsid			käsiraamat	Koolibri	1992		
1045	Dick Björkholtz	Kuidas säästa kodus elektrit ja kütust			käsiraamat	Valgus	1988		
1046	"V. Ljaskevits, N. Donets"	Väike kassiraamat			käsiraamat	Varrak	1994		
1047	Vello Vaher	Harjutusi väikelastega			käsiraamat	Valgus	1991		
1048	Zofia Wedrowska	100 minutit ilu heaks			käsiraamat	Valgus	1978	2 tk	
1049	"Tammeorg, Kook, Vilbaste"	ENSV ravimtaimed			käsiraamat	Valgus	1975		
1050	"Paloheimo, Rouhunkoski, Rutanen"	Avameelselt abielust			käsiraamat	Valgus	1975		
1051	Kalju Schults	Môôtühikud			käsiraamat	Valgus	1980		
1052	Helga Kurm	Üks tôsine jutt lastevanematega			käsiraamat	Valgus	1970		
1053	Inna Tarmak	Kodune iluravi			käsiraamat	Valgus	1985		
1054	Frantisek Chorvat  Juraj Orlik	Meie igapäevaviisakus			käsiraamat	Valgus	1990		
1055	Anneli Järve	Ärikiri			käsiraamat	Valgus	1991		
1056	Tiiu Erelt	Väike uudissônastik			käsiraamat	Valgus	1989		
1057	J. Vahur	Kodukeldrid			käsiraamat	Valgus	1990		
1058	Jüri Nuust	Roosid aias ja kasvuhoones			käsiraamat	Valgus	1990		
1059	autorite kollektiiv	Horisont		3	ajakiri	Vabrik	1967		
1060	autorite kollektiiv	Horisont		8	ajakiri	Vabrik	1967		
1061	autorite kollektiiv	Liiklusôpik		2. Täiendatud trükk	käsiraamat	Valgus	1978		
1062	K. Aleksius	Sôiduautod			käsiraamat	Valgus	1977		
1063	V. Kalisski A. Manzon G. Nagula	Auto			käsiraamat	Valgus	1970		
1064	autorite kollektiiv	Eesti pôllumajanduse akadeemia ôppe-teadusliku koosseisu bio-bibliogiraafiline teatmeteos			käsiraamat	EPA	1981		
1065	M. Eliste E. Nigul T. Uba	12. Taliolümpiamängud Insenbruck			olümpiaraamat	Eesti Riiklik Kirjastus	1977		
1066	Paavo Kivine	21. Olümpiamängud			olümpiaraamat	Eesti Raamat	1978		
1067	Erlend Teemägi	22. Olümpiamängud			olümpiaraamat	Eesti Raamat	1982		
1068	A.V. Maslov A.V. Gordeev  	Geodesija			käsiraamat	Nedra	1980		
1069	P.M. Orlov	Maamôôtmine			käsiraamat	Eesti Riiklik Kirjastus	1955		
1070	A. Sillart	Televisiooni tehnika			käsiraamat	Valgus	1966		
1071	Krista Mits	Inglise keele ôpik algajaile			käsiraamat	Valgus	1989		
1072	E. Jakoobi	Televiisorite korrastamine			käsiraamat	Valgus	1965		
1073		Fotograafia käsiraamat			käsiraamat	Eesti Riiklik Kirjastus	1958		
1074	Heino Pedusaar	Helitehnika kodus			käsiraamat	Valgus	1982		
1075	A. Reinsalu	Hea foto saladus			käsiraamat	Valgus	1978		
1076	Leili Reinmann	Pitsilised koekirjad			käsiraamat	Valgus	1986		
1077	Jules Verne	Viieteistkümmne aastane kapten	Seiklusi maalt ja merelt		seiklus	Eesti Riiklik Kirjastus	1956		
1078	Ference Molnar	Pal tänava poisid	Seiklusi maalt ja merelt		seiklus	Eesti Riiklik Kirjastus	1957		
1079	Iina Aasmaa	Käitumisest			käsiraamat	Valgus	1976		
1080	Aili Kogerman	999 nôuannet			käsiraamat	Valgus	1989		
1081	Eesti allergialiit	See tundmatu allergia			käsiraamat	Varrak	1992		
1082	Linda Goodman	Päikesemärgid jäär-neitsi			ennustamine	Valgus	1991		
1083	Linda Goodman	Päikesemärgid kaalud-kalad			ennustamine	Valgus	1991		
1084	"Veski, Aarmann, Niine"	Individuaalehitaja käsiraamat			käsiraamat	Eesti Riiklik Kirjastus	1959		
1085	autorite kollektiiv	Filosoofia leksikon			leksikon	Eesti Raamat	1985		
1086	Johan Tamm	Eesti-vene sônaraamat			leksikon	Valgus	1998		
1087	"Kibbermann, Kirotar, Koppel"	Saksa-eesti sônaraamat			leksikon	Valgus	1976		
1088	A. Tsebotarjov	Geodeesia		I	käsiraamat	Eesti Riiklik Kirjastus	1959		
1089	Edgar Targo	Joonestaja käsiraamat			käsiraamat	Eesti Riiklik Kirjastus	1953		
1090	"Peter, Sebek, Hynie"	Tütarlapsest naiseks			käsiraamat	Eesti Riiklik Kirjastus	1962		
1091	H. Pilt	Taimed tervise teenistuses			käsiraamat		1936		
1092	Arvo Veski	Ahjud pliidid kaminad			käsiraamat	Valgus	1992		
1093	Harri ônnis	Saarlane laulab			laulik	Steady-Kuressaare			
1094	"Carlsson, Karlsson. Akerman"	Kaks esimest eluaastat			käsiraamat	Valgus	1989		
1095	Josef Hynie	Noorukist meheks			käsiraamat	Eesti Riiklik Kirjastus	1962		
1096	Ülo Uusma	Tunne iseenast ja oma last			käsiraamat	Valgus	1977		
1097	Jean Effel	Aadama ja Eeva armastus			koomiksid	Kunst	1975		
1098	Sigmund Freud	Inimhinge anatoomiast			filosoofia	Tartu Ülikooli kirjastus	1999		
1099	Nicolas Evans	Hobulausuja			romaan	Sinisukk	1996		
1100	Isaak Dinesen	Aafrika äärel			romaan	Varrak	1994		
1101	Octave Mirabeau	Toaneitsi päevik			romaan	Eesti Raamat	1995		
1102	Pearl Buck	Uhke süda			romaan	Eesti Raamat	1993		
1103	Maria von Trapp	Helisev muusika			romaan	Kupar	1995		
1104	M.M. Kaye	Kauged telgid			romaan	Varrak	1996		
1105	Giovanni Boccaccio	Dekameron			romaan	Eesti Riiklik Kirjastus	1957		
1106	autorite kollektiiv	Taimemääraja			käsiraamat	Pedagoogiline Kirjandus	1948		
1107	autorite kollektiiv	Äri- ja majandusmehe käsiraamat			käsiraamat	Speditor			
1108	Johannes Silvet	Eesti-inglise sônaraamat			leksikon	Valgus	1980		
1109	Johannes Silvet	Inglise-eesti sônaraamat		I	leksikon	Valgus	1990		
1110	Johannes Silvet	Inglise-eesti sônaraamat		II	leksikon	Valgus	1990		
1111	Melanie Rauk	Inglise-eesti sônaraamat koolidele			leksikon	Valgus	1977		
1112	Richard Kress	Vene-eesti sônaraamat			leksikon	Eesti Riiklik Kirjastus	1953		
1113	Lauri Kettunen	Eesti -soome sônaraamat			leksikon	Roto			
1114	R. Kull ja E. Raiet	ôigekeelsusônaraamat			leksikon	Valgus	1980		
1115	Voldemar Muhel	Vene-eesti sônaraamat			leksikon	Valgus	1973		
1116	Harri Kuldma	Vene-eesti tehnika sônaraamat			leksikon	Valgus	1975		
1117	"Kleis, Silvet, Vääri"	Vôôrsônade leksikon			leksikon	Valgus	1979		
1118	autorite kollektiiv	Lapse tervishoid			käsiraamat	Valgus	1981		
1119	autorite kollektiiv	Stressi teejuht			käsiraamat	tervisekasvatuse keskus	1997		
1120	autorite kollektiiv	Meditsiiniline käsiraamat			käsiraamat	Eesti Riiklik Kirjastus	1955		
1121	Kadri Gross	Günekoloogia			käsiraamat	Valgus	1981		
1122	Lilian Issako	Köögiviljad			teatmik	Valgus	1989		
1123	Anne Erm	Polkast rokini			teatmik	Perioodika	1984		
1124	Boris Rjabinin	Sa kasvatasid sôbra			käsiraamat	Eesti Raamat	1976		
1125	Jaan Karusoo	Punktmassaaz			käsiraamat	Valgus	1992		
1126	Virve Roost	Toalilled			käsiraamat	Varrak	1992		
1127	Irina Zaletajeva	Raamat kaktustest			käsiraamat	Valgus	1978		
1128	Robert Jordan	Daumier			romaan	ENSV kunst	1961		
1129	autorite kollektiiv	ENE	Eesti Nôukogude Entsüklopeedia	1	entsüklopeedia	Eesti Entsüklopeediakirjastus			
1130	autorite kollektiiv	ENE	Eesti Nôukogude Entsüklopeedia	2	entsüklopeedia	Eesti Entsüklopeediakirjastus			
1131	autorite kollektiiv	ENE	Eesti Nôukogude Entsüklopeedia	3	entsüklopeedia	Eesti Entsüklopeediakirjastus			
1132	autorite kollektiiv	ENE	Eesti Nôukogude Entsüklopeedia	4	entsüklopeedia	Eesti Entsüklopeediakirjastus			
1133	autorite kollektiiv	EE	Eesti Entsüklopeedia	5	entsüklopeedia	Eesti Entsüklopeediakirjastus			
1134	autorite kollektiiv	EE	Eesti Entsüklopeedia	6	entsüklopeedia	Eesti Entsüklopeediakirjastus			
1135	autorite kollektiiv	EE	Eesti Entsüklopeedia	7	entsüklopeedia	Eesti Entsüklopeediakirjastus			
1136	autorite kollektiiv	EE	Eesti Entsüklopeedia	8	entsüklopeedia	Eesti Entsüklopeediakirjastus			
1137	autorite kollektiiv	EE	Eesti Entsüklopeedia	9	entsüklopeedia	Eesti Entsüklopeediakirjastus			
1138	autorite kollektiiv	EE	Eesti Entsüklopeedia	10	entsüklopeedia	Eesti Entsüklopeediakirjastus			
1139	autorite kollektiiv	"EE lisad, register"	Eesti Entsüklopeedia	13	entsüklopeedia	Eesti Entsüklopeediakirjastus			
1140	autorite kollektiiv	EE kaardid	Eesti Entsüklopeedia		entsüklopeedia	Eesti Entsüklopeediakirjastus			
1141	autorite kollektiiv	"ajakiri ""Eesti Naine"""			ajakirjad	Eesti Naine	1990		
1142	autorite kollektiiv	"ajakiri ""Eesti Naine"""			ajakirjad	Eesti Naine	1989		
1143	Villem Gross	Tiivasirutus			noorsooromaan	Eesti Raamat	1982		
1144	Asta Pôldmäe	Mitmekesi maateral			noorsooromaan	Eesti Raamat	1978		
1145	Silvia Rannamaa	Kadri * Kasuema			noorsooromaan	Eesti Raamat	1978		
1146	Vladimir Beekman	"Pea püsti, poisid!"			noorsooromaan	Eesti Riiklik Kirjastus	1961		
1147	Silvia Truu	Peidus pool			noorsooromaan	Eesti Raamat	1981		
1148	Jakov Voltsek	Karai Karai poeg			romaan	Eesti Raamat	1965		
1149	Holger Pukk	Rohelised maskid			romaan	Eesti Riiklik Kirjastus	1960		
1150	Ljubov Voronkova	Vanem ôde * Isiklik ônn			romaan	Eesti Riiklik Kirjastus	1963		
1151	Imre Köszegi	Südant ei vahetata			romaan	Eesti Raamat	1966		
1152	Mihhail Smuskevits	Kaks Gavroche't			noorsooromaan	Eesti Riiklik Kirjastus	1963		
1153	Colette Vivier	Väike teater			noorsooromaan	Eesti Raamat	1978		
1154	Holger Pukk	"Üks tee, kolm viita"			noorsooromaan	Eesti Raamat	1970		
1155	Gavril Trojepolski	Valge Bim mustkôrv			noorsooromaan	Eesti Raamat	1975		
1156	Eric Knight	Lassie tuleb ikka koju			noorsooromaan	Eesti Raamat	1976		
1157	Raimond Kaugver	Disko			romaan	Eesti Raamat	1982		
1158	Ivan Krôlov	Valitud valmid			valmid	Eesti Raamat	1969		
1159	Hillar Palamets	Vanaaja kultuurist ja olustikust			teaduslik	Valgus	1976		
1160	Robert Escarpit	Literatron			romaan	Eesti Raamat	1968		
1161	autorite kollektiiv	Rahamaailma vägevad			publitsistika	Eesti Raamat	1981		
1162	Vladimir Nikolajev	Ameeriklased			olukirjeldusi	Eesti Raamat	1986		
1163	Aleksander Krawczuk	Trooja sôda			ajalooline	Eesti Raamat	1989		
1164	Vili Petritski	Valgus dzunglis	jutustus Albert Schweitzerist		bibliograafia	Eesti Raamat	1977		
1165	Viktor Pekelis	"Sinu vôimalused, inimene!"			populaarteaduslik	Valgus	1978		
1166	"A. Dridzo, L. Mints"	Rahvad ja tavad			populaarteaduslik	Valgus	1980		
1167	Friedrich Dürrenmatt	Kreeklane otsib kreeklannat			romaan	Eesti Raamat	1969		
1168	autorite kollektiiv	Môttetungal	Rakvere I Keskkooli kirjanduslik almanahh		almanahh		1972		
1169	Oleg Mutt	Inglise keele foneetika			ôpik	Valgus	1978		
1170	"Hone, Kriit, Virkus"	Inglise keele katseôpik XI klassile			ôpik	Valgus	1976		
